model,step,seed,entropy_bits
Grok 4,1,9,6.794415866350106
Grok 4,2,9,5.882643049361842
Grok 4,3,9,4.857980995127572
Grok 4,4,9,3.700439718141092
Grok 4,5,9,2.584962500721156
Grok 4,6,9,2.0
Grok 4,7,9,1.584962500721156
Grok 4,8,9,1.0
Grok 4,9,9,0.0
Grok 4,10,9,0.0
Grok 4,1,10,6.7414669864011465
Grok 4,2,10,5.672425341971495
Grok 4,3,10,4.643856189774724
Grok 4,4,10,3.700439718141092
Grok 4,5,10,2.321928094887362
Grok 4,6,10,1.584962500721156
Grok 4,7,10,1.0
Grok 4,8,10,1.0
Grok 4,9,10,0.0
Grok 4,10,10,0.0
Grok 4,1,11,6.700439718141093
Grok 4,2,11,5.882643049361842
Grok 4,3,11,5.247927513443585
Grok 4,4,11,4.523561956057013
Grok 4,5,11,3.169925001442312
Grok 4,6,11,2.321928094887362
Grok 4,7,11,2.321928094887362
Grok 4,8,11,1.584962500721156
Grok 4,9,11,0.0
Grok 4,10,11,0.0
Grok 4,1,12,6.6293566200796095
Grok 4,2,12,5.754887502163468
Grok 4,3,12,4.584962500721156
Grok 4,4,12,3.584962500721156
Grok 4,5,12,2.321928094887362
Grok 4,6,12,1.584962500721156
Grok 4,7,12,1.0
Grok 4,8,12,1.0
Grok 4,9,12,0.0
Grok 4,10,12,0.0
Grok 4,1,13,6.584962500721156
Grok 4,2,13,5.643856189774724
Grok 4,3,13,4.643856189774724
Grok 4,4,13,3.584962500721156
Grok 4,5,13,2.321928094887362
Grok 4,6,13,1.584962500721156
Grok 4,7,13,1.0
Grok 4,8,13,0.0
Grok 4,9,13,0.0
Grok 4,10,13,0.0
Grok 4,1,14,6.3750394313469245
Grok 4,2,14,6.044394119358453
Grok 4,3,14,5.087462841250339
Grok 4,4,14,4.087462841250339
Grok 4,5,14,3.321928094887362
Grok 4,6,14,2.321928094887362
Grok 4,7,14,2.0
Grok 4,8,14,1.0
Grok 4,9,14,0.0
Grok 4,10,14,0.0
Grok 4,1,15,6.672425341971495
Grok 4,2,15,5.727920454563199
Grok 4,3,15,4.247927513443585
Grok 4,4,15,3.169925001442312
Grok 4,5,15,1.584962500721156
Grok 4,6,15,1.0
Grok 4,7,15,0.0
Grok 4,8,15,0.0
Grok 4,9,15,0.0
Grok 4,10,15,0.0
Grok 4,1,16,6.78135971352466
Grok 4,2,16,5.882643049361842
Grok 4,3,16,4.857980995127572
Grok 4,4,16,4.0
Grok 4,5,16,2.807354922057604
Grok 4,6,16,2.321928094887362
Grok 4,7,16,2.321928094887362
Grok 4,8,16,2.0
Grok 4,9,16,0.0
Grok 4,10,16,0.0
Grok 4,1,17,6.954196310386875
Grok 4,2,17,5.906890595608519
Grok 4,3,17,4.754887502163468
Grok 4,4,17,3.584962500721156
Grok 4,5,17,2.321928094887362
Grok 4,6,17,1.584962500721156
Grok 4,7,17,1.0
Grok 4,8,17,0.0
Grok 4,9,17,0.0
Grok 4,10,17,0.0
Grok 4,1,18,6.599912842187128
Grok 4,2,18,5.832890014164741
Grok 4,3,18,4.321928094887363
Grok 4,4,18,3.169925001442312
Grok 4,5,18,2.0
Grok 4,6,18,1.584962500721156
Grok 4,7,18,1.584962500721156
Grok 4,8,18,0.0
Grok 4,9,18,0.0
Grok 4,10,18,0.0
Grok 4,1,19,6.672425341971495
Grok 4,2,19,5.977279923499917
Grok 4,3,19,4.857980995127572
Grok 4,4,19,3.700439718141092
Grok 4,5,19,2.807354922057604
Grok 4,6,19,2.0
Grok 4,7,19,1.584962500721156
Grok 4,8,19,1.0
Grok 4,9,19,0.0
Grok 4,10,19,0.0
Grok 4,1,20,6.768184324776926
Grok 4,2,20,6.149747119504682
Grok 4,3,20,4.643856189774724
Grok 4,4,20,3.4594316186372973
Grok 4,5,20,2.321928094887362
Grok 4,6,20,2.0
Grok 4,7,20,2.0
Grok 4,8,20,1.584962500721156
Grok 4,9,20,0.0
Grok 4,10,20,0.0
Grok 4,1,21,6.491853096329675
Grok 4,2,21,5.523561956057013
Grok 4,3,21,4.584962500721156
Grok 4,4,21,3.584962500721156
Grok 4,5,21,2.0
Grok 4,6,21,1.584962500721156
Grok 4,7,21,1.584962500721156
Grok 4,8,21,1.0
Grok 4,9,21,0.0
Grok 4,10,21,0.0
Grok 4,1,22,6.539158811108031
Grok 4,2,22,5.643856189774724
Grok 4,3,22,4.459431618637297
Grok 4,4,22,3.4594316186372973
Grok 4,5,22,2.0
Grok 4,6,22,1.0
Grok 4,7,22,0.0
Grok 4,8,22,0.0
Grok 4,9,22,0.0
Grok 4,10,22,0.0
Grok 4,1,23,6.569855608330948
Grok 4,2,23,5.643856189774724
Grok 4,3,23,4.523561956057013
Grok 4,4,23,3.4594316186372973
Grok 4,5,23,2.0
Grok 4,6,23,1.0
Grok 4,7,23,0.0
Grok 4,8,23,0.0
Grok 4,9,23,0.0
Grok 4,10,23,0.0
Grok 4,1,24,6.321928094887363
Grok 4,2,24,6.321928094887363
Grok 4,3,24,5.426264754702098
Grok 4,4,24,4.523561956057013
Grok 4,5,24,3.584962500721156
Grok 4,6,24,2.584962500721156
Grok 4,7,24,2.321928094887362
Grok 4,8,24,1.584962500721156
Grok 4,9,24,0.0
Grok 4,10,24,0.0
Grok 4,1,25,6.321928094887363
Grok 4,2,25,5.727920454563199
Grok 4,3,25,4.857980995127572
Grok 4,4,25,3.9068905956085187
Grok 4,5,25,2.807354922057604
Grok 4,6,25,2.0
Grok 4,7,25,1.584962500721156
Grok 4,8,25,1.0
Grok 4,9,25,0.0
Grok 4,10,25,0.0
Grok 4,1,26,6.672425341971495
Grok 4,2,26,6.129283016944966
Grok 4,3,26,5.321928094887363
Grok 4,4,26,4.247927513443585
Grok 4,5,26,3.169925001442312
Grok 4,6,26,2.584962500721156
Grok 4,7,26,2.321928094887362
Grok 4,8,26,1.584962500721156
Grok 4,9,26,0.0
Grok 4,10,26,0.0
Grok 4,1,27,6.189824558880018
Grok 4,2,27,5.807354922057604
Grok 4,3,27,4.321928094887363
Grok 4,4,27,3.4594316186372973
Grok 4,5,27,2.584962500721156
Grok 4,6,27,1.584962500721156
Grok 4,7,27,1.584962500721156
Grok 4,8,27,1.0
Grok 4,9,27,0.0
Grok 4,10,27,0.0
Grok 4,1,28,6.727920454563199
Grok 4,2,28,5.459431618637297
Grok 4,3,28,3.9068905956085187
Grok 4,4,28,2.807354922057604
Grok 4,5,28,1.584962500721156
Grok 4,6,28,1.0
Grok 4,7,28,0.0
Grok 4,8,28,0.0
Grok 4,9,28,0.0
Grok 4,10,28,0.0
Grok 4,1,29,6.584962500721156
Grok 4,2,29,6.20945336562895
Grok 4,3,29,5.044394119358453
Grok 4,4,29,4.087462841250339
Grok 4,5,29,2.584962500721156
Grok 4,6,29,2.0
Grok 4,7,29,1.584962500721156
Grok 4,8,29,1.0
Grok 4,9,29,0.0
Grok 4,10,29,0.0
Grok 4,1,30,6.599912842187128
Grok 4,2,30,5.857980995127572
Grok 4,3,30,4.754887502163468
Grok 4,4,30,3.9068905956085187
Grok 4,5,30,2.807354922057604
Grok 4,6,30,2.0
Grok 4,7,30,1.0
Grok 4,8,30,0.0
Grok 4,9,30,0.0
Grok 4,10,30,0.0
Oracle (Optimal),1,1,6.768184324776926
Oracle (Optimal),2,1,5.20945336562895
Oracle (Optimal),3,1,3.321928094887362
Oracle (Optimal),4,1,1.0
Oracle (Optimal),5,1,0.0
Oracle (Optimal),6,1,0.0
Oracle (Optimal),7,1,0.0
Oracle (Optimal),8,1,0.0
Oracle (Optimal),9,1,0.0
Oracle (Optimal),10,1,0.0
Oracle (Optimal),1,2,6.78135971352466
Oracle (Optimal),2,2,4.807354922057604
Oracle (Optimal),3,2,3.0
Oracle (Optimal),4,2,1.0
Oracle (Optimal),5,2,0.0
Oracle (Optimal),6,2,0.0
Oracle (Optimal),7,2,0.0
Oracle (Optimal),8,2,0.0
Oracle (Optimal),9,2,0.0
Oracle (Optimal),10,2,0.0
Oracle (Optimal),1,3,6.614709844115208
Oracle (Optimal),2,3,4.754887502163468
Oracle (Optimal),3,3,2.321928094887362
Oracle (Optimal),4,3,0.0
Oracle (Optimal),5,3,0.0
Oracle (Optimal),6,3,0.0
Oracle (Optimal),7,3,0.0
Oracle (Optimal),8,3,0.0
Oracle (Optimal),9,3,0.0
Oracle (Optimal),10,3,0.0
Oracle (Optimal),1,4,6.741466986401147
Oracle (Optimal),2,4,5.169925001442312
Oracle (Optimal),3,4,3.321928094887362
Oracle (Optimal),4,4,1.0
Oracle (Optimal),5,4,0.0
Oracle (Optimal),6,4,0.0
Oracle (Optimal),7,4,0.0
Oracle (Optimal),8,4,0.0
Oracle (Optimal),9,4,0.0
Oracle (Optimal),10,4,0.0
Oracle (Optimal),1,5,6.672425341971495
Oracle (Optimal),2,5,5.0
Oracle (Optimal),3,5,2.807354922057604
Oracle (Optimal),4,5,1.0
Oracle (Optimal),5,5,0.0
Oracle (Optimal),6,5,0.0
Oracle (Optimal),7,5,0.0
Oracle (Optimal),8,5,0.0
Oracle (Optimal),9,5,0.0
Oracle (Optimal),10,5,0.0
Oracle (Optimal),1,6,6.569855608330948
Oracle (Optimal),2,6,5.087462841250339
Oracle (Optimal),3,6,3.0
Oracle (Optimal),4,6,1.0
Oracle (Optimal),5,6,0.0
Oracle (Optimal),6,6,0.0
Oracle (Optimal),7,6,0.0
Oracle (Optimal),8,6,0.0
Oracle (Optimal),9,6,0.0
Oracle (Optimal),10,6,0.0
Oracle (Optimal),1,7,6.714245517666122
Oracle (Optimal),2,7,5.247927513443585
Oracle (Optimal),3,7,3.169925001442312
Oracle (Optimal),4,7,1.0
Oracle (Optimal),5,7,0.0
Oracle (Optimal),6,7,0.0
Oracle (Optimal),7,7,0.0
Oracle (Optimal),8,7,0.0
Oracle (Optimal),9,7,0.0
Oracle (Optimal),10,7,0.0
Oracle (Optimal),1,8,6.672425341971495
Oracle (Optimal),2,8,5.247927513443585
Oracle (Optimal),3,8,3.0
Oracle (Optimal),4,8,1.0
Oracle (Optimal),5,8,0.0
Oracle (Optimal),6,8,0.0
Oracle (Optimal),7,8,0.0
Oracle (Optimal),8,8,0.0
Oracle (Optimal),9,8,0.0
Oracle (Optimal),10,8,0.0
Oracle (Optimal),1,9,7.05528243550119
Oracle (Optimal),2,9,5.392317422778761
Oracle (Optimal),3,9,3.4594316186372973
Oracle (Optimal),4,9,1.0
Oracle (Optimal),5,9,0.0
Oracle (Optimal),6,9,0.0
Oracle (Optimal),7,9,0.0
Oracle (Optimal),8,9,0.0
Oracle (Optimal),9,9,0.0
Oracle (Optimal),10,9,0.0
Oracle (Optimal),1,10,6.584962500721156
Oracle (Optimal),2,10,4.906890595608519
Oracle (Optimal),3,10,2.807354922057604
Oracle (Optimal),4,10,1.0
Oracle (Optimal),5,10,0.0
Oracle (Optimal),6,10,0.0
Oracle (Optimal),7,10,0.0
Oracle (Optimal),8,10,0.0
Oracle (Optimal),9,10,0.0
Oracle (Optimal),10,10,0.0
Oracle (Optimal),1,11,6.614709844115208
Oracle (Optimal),2,11,5.044394119358453
Oracle (Optimal),3,11,3.169925001442312
Oracle (Optimal),4,11,1.0
Oracle (Optimal),5,11,0.0
Oracle (Optimal),6,11,0.0
Oracle (Optimal),7,11,0.0
Oracle (Optimal),8,11,0.0
Oracle (Optimal),9,11,0.0
Oracle (Optimal),10,11,0.0
Oracle (Optimal),1,12,6.459431618637297
Oracle (Optimal),2,12,4.906890595608519
Oracle (Optimal),3,12,3.0
Oracle (Optimal),4,12,1.0
Oracle (Optimal),5,12,0.0
Oracle (Optimal),6,12,0.0
Oracle (Optimal),7,12,0.0
Oracle (Optimal),8,12,0.0
Oracle (Optimal),9,12,0.0
Oracle (Optimal),10,12,0.0
Oracle (Optimal),1,13,6.442943495848728
Oracle (Optimal),2,13,4.643856189774724
Oracle (Optimal),3,13,2.584962500721156
Oracle (Optimal),4,13,1.0
Oracle (Optimal),5,13,0.0
Oracle (Optimal),6,13,0.0
Oracle (Optimal),7,13,0.0
Oracle (Optimal),8,13,0.0
Oracle (Optimal),9,13,0.0
Oracle (Optimal),10,13,0.0
Oracle (Optimal),1,14,6.78135971352466
Oracle (Optimal),2,14,5.285402218862249
Oracle (Optimal),3,14,3.0
Oracle (Optimal),4,14,1.584962500721156
Oracle (Optimal),5,14,0.0
Oracle (Optimal),6,14,0.0
Oracle (Optimal),7,14,0.0
Oracle (Optimal),8,14,0.0
Oracle (Optimal),9,14,0.0
Oracle (Optimal),10,14,0.0
Oracle (Optimal),1,15,6.741466986401147
Oracle (Optimal),2,15,5.044394119358453
Oracle (Optimal),3,15,3.0
Oracle (Optimal),4,15,1.0
Oracle (Optimal),5,15,0.0
Oracle (Optimal),6,15,0.0
Oracle (Optimal),7,15,0.0
Oracle (Optimal),8,15,0.0
Oracle (Optimal),9,15,0.0
Oracle (Optimal),10,15,0.0
Oracle (Optimal),1,16,6.584962500721156
Oracle (Optimal),2,16,4.857980995127572
Oracle (Optimal),3,16,2.807354922057604
Oracle (Optimal),4,16,1.0
Oracle (Optimal),5,16,0.0
Oracle (Optimal),6,16,0.0
Oracle (Optimal),7,16,0.0
Oracle (Optimal),8,16,0.0
Oracle (Optimal),9,16,0.0
Oracle (Optimal),10,16,0.0
Oracle (Optimal),1,17,6.442943495848728
Oracle (Optimal),2,17,5.0
Oracle (Optimal),3,17,2.584962500721156
Oracle (Optimal),4,17,0.0
Oracle (Optimal),5,17,0.0
Oracle (Optimal),6,17,0.0
Oracle (Optimal),7,17,0.0
Oracle (Optimal),8,17,0.0
Oracle (Optimal),9,17,0.0
Oracle (Optimal),10,17,0.0
Oracle (Optimal),1,18,6.658211482751795
Oracle (Optimal),2,18,5.20945336562895
Oracle (Optimal),3,18,3.0
Oracle (Optimal),4,18,1.0
Oracle (Optimal),5,18,0.0
Oracle (Optimal),6,18,0.0
Oracle (Optimal),7,18,0.0
Oracle (Optimal),8,18,0.0
Oracle (Optimal),9,18,0.0
Oracle (Optimal),10,18,0.0
Oracle (Optimal),1,19,6.807354922057604
Oracle (Optimal),2,19,5.044394119358453
Oracle (Optimal),3,19,3.0
Oracle (Optimal),4,19,1.0
Oracle (Optimal),5,19,0.0
Oracle (Optimal),6,19,0.0
Oracle (Optimal),7,19,0.0
Oracle (Optimal),8,19,0.0
Oracle (Optimal),9,19,0.0
Oracle (Optimal),10,19,0.0
Oracle (Optimal),1,20,6.357552004618084
Oracle (Optimal),2,20,5.247927513443585
Oracle (Optimal),3,20,3.321928094887362
Oracle (Optimal),4,20,1.0
Oracle (Optimal),5,20,0.0
Oracle (Optimal),6,20,0.0
Oracle (Optimal),7,20,0.0
Oracle (Optimal),8,20,0.0
Oracle (Optimal),9,20,0.0
Oracle (Optimal),10,20,0.0
Oracle (Optimal),1,21,6.727920454563199
Oracle (Optimal),2,21,5.169925001442312
Oracle (Optimal),3,21,3.169925001442312
Oracle (Optimal),4,21,1.0
Oracle (Optimal),5,21,0.0
Oracle (Optimal),6,21,0.0
Oracle (Optimal),7,21,0.0
Oracle (Optimal),8,21,0.0
Oracle (Optimal),9,21,0.0
Oracle (Optimal),10,21,0.0
Oracle (Optimal),1,22,6.78135971352466
Oracle (Optimal),2,22,5.044394119358453
Oracle (Optimal),3,22,2.807354922057604
Oracle (Optimal),4,22,1.0
Oracle (Optimal),5,22,0.0
Oracle (Optimal),6,22,0.0
Oracle (Optimal),7,22,0.0
Oracle (Optimal),8,22,0.0
Oracle (Optimal),9,22,0.0
Oracle (Optimal),10,22,0.0
Oracle (Optimal),1,23,6.700439718141092
Oracle (Optimal),2,23,4.954196310386875
Oracle (Optimal),3,23,3.321928094887362
Oracle (Optimal),4,23,1.0
Oracle (Optimal),5,23,0.0
Oracle (Optimal),6,23,0.0
Oracle (Optimal),7,23,0.0
Oracle (Optimal),8,23,0.0
Oracle (Optimal),9,23,0.0
Oracle (Optimal),10,23,0.0
Oracle (Optimal),1,24,6.475733430966398
Oracle (Optimal),2,24,4.954196310386875
Oracle (Optimal),3,24,3.0
Oracle (Optimal),4,24,1.0
Oracle (Optimal),5,24,0.0
Oracle (Optimal),6,24,0.0
Oracle (Optimal),7,24,0.0
Oracle (Optimal),8,24,0.0
Oracle (Optimal),9,24,0.0
Oracle (Optimal),10,24,0.0
Oracle (Optimal),1,25,6.569855608330948
Oracle (Optimal),2,25,4.807354922057604
Oracle (Optimal),3,25,2.584962500721156
Oracle (Optimal),4,25,0.0
Oracle (Optimal),5,25,0.0
Oracle (Optimal),6,25,0.0
Oracle (Optimal),7,25,0.0
Oracle (Optimal),8,25,0.0
Oracle (Optimal),9,25,0.0
Oracle (Optimal),10,25,0.0
Oracle (Optimal),1,26,6.741466986401147
Oracle (Optimal),2,26,5.321928094887363
Oracle (Optimal),3,26,3.4594316186372973
Oracle (Optimal),4,26,1.584962500721156
Oracle (Optimal),5,26,0.0
Oracle (Optimal),6,26,0.0
Oracle (Optimal),7,26,0.0
Oracle (Optimal),8,26,0.0
Oracle (Optimal),9,26,0.0
Oracle (Optimal),10,26,0.0
Oracle (Optimal),1,27,6.392317422778761
Oracle (Optimal),2,27,4.700439718141092
Oracle (Optimal),3,27,2.584962500721156
Oracle (Optimal),4,27,1.0
Oracle (Optimal),5,27,0.0
Oracle (Optimal),6,27,0.0
Oracle (Optimal),7,27,0.0
Oracle (Optimal),8,27,0.0
Oracle (Optimal),9,27,0.0
Oracle (Optimal),10,27,0.0
Oracle (Optimal),1,28,6.599912842187128
Oracle (Optimal),2,28,5.087462841250339
Oracle (Optimal),3,28,3.169925001442312
Oracle (Optimal),4,28,1.0
Oracle (Optimal),5,28,0.0
Oracle (Optimal),6,28,0.0
Oracle (Optimal),7,28,0.0
Oracle (Optimal),8,28,0.0
Oracle (Optimal),9,28,0.0
Oracle (Optimal),10,28,0.0
Oracle (Optimal),1,29,6.507794640198696
Oracle (Optimal),2,29,4.954196310386875
Oracle (Optimal),3,29,3.169925001442312
Oracle (Optimal),4,29,1.0
Oracle (Optimal),5,29,0.0
Oracle (Optimal),6,29,0.0
Oracle (Optimal),7,29,0.0
Oracle (Optimal),8,29,0.0
Oracle (Optimal),9,29,0.0
Oracle (Optimal),10,29,0.0
Oracle (Optimal),1,30,6.894817763307944
Oracle (Optimal),2,30,5.247927513443585
Oracle (Optimal),3,30,3.4594316186372973
Oracle (Optimal),4,30,1.584962500721156
Oracle (Optimal),5,30,0.0
Oracle (Optimal),6,30,0.0
Oracle (Optimal),7,30,0.0
Oracle (Optimal),8,30,0.0
Oracle (Optimal),9,30,0.0
Oracle (Optimal),10,30,0.0
